filepath,valid,width,height,channels,file_size_bytes,color_mode,error,label,dataset,filename,file_hash
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1932.jpg,True,493,493,3,75612,RGB,,with_mask,mask,with_mask_1932.jpg,b78a46d8115be73c0282924cffb4dc95
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1933.jpg,True,400,436,3,20229,RGB,,with_mask,mask,with_mask_1933.jpg,58cabef0408466e1fe042a8d5685a6ac
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1934.jpg,True,493,493,3,29981,RGB,,with_mask,mask,with_mask_1934.jpg,e817d2d4b4b3917579d6d806ed8aab70
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1935.jpg,True,320,428,3,11982,RGB,,with_mask,mask,with_mask_1935.jpg,a2b27e978fdae02862ad81cfc39de18e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1936.jpg,True,320,428,3,19572,RGB,,with_mask,mask,with_mask_1936.jpg,5e27610abf3543d6b97f97965eff736b
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1937.jpg,True,320,428,3,19714,RGB,,with_mask,mask,with_mask_1937.jpg,175b9b8cde4382a80ae5515860d9082e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1938.jpg,True,320,428,3,41775,RGB,,with_mask,mask,with_mask_1938.jpg,b3bab7cad37af1090b71cc0ec436eaf6
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1939.jpg,True,320,433,3,49418,RGB,,with_mask,mask,with_mask_1939.jpg,12fde1622309babb8bb40e965391485d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_194.jpg,True,157,216,3,8559,RGB,,with_mask,mask,with_mask_194.jpg,7bb4b0b7b15e09a628be0bf3231eb275
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1941.jpg,True,320,433,3,30591,RGB,,with_mask,mask,with_mask_1941.jpg,6d5c69b03ed3cb9a9f78a652383370e6
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1942.jpg,True,183,275,3,9034,RGB,,with_mask,mask,with_mask_1942.jpg,5977d403506689848f1f654b39ad5da6
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1944.jpg,True,320,428,3,42858,RGB,,with_mask,mask,with_mask_1944.jpg,e0f243954d12441d667cabe6e80ddd51
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1945.jpg,True,320,428,3,13057,RGB,,with_mask,mask,with_mask_1945.jpg,0adecd1eda37a7ddfb814179e4f8058e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1946.jpg,True,320,428,3,42831,RGB,,with_mask,mask,with_mask_1946.jpg,6bc6bd71ef01531f1b8c73630b615a6d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1947.jpg,True,525,350,3,19826,RGB,,with_mask,mask,with_mask_1947.jpg,4db4f1e67430a9a49c5d9616a89a7e2e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1948.jpg,True,525,350,3,30001,RGB,,with_mask,mask,with_mask_1948.jpg,50af9ef18f6479210973deb9da71044e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_195.jpg,True,82,112,3,4549,RGB,,with_mask,mask,with_mask_195.jpg,bfda6b660e7cade2c676798fb34c2371
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1952.jpg,True,297,455,3,15585,RGB,,with_mask,mask,with_mask_1952.jpg,c0d51ae3a717784e59cc4f99b0b07add
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1953.jpg,True,297,455,3,15675,RGB,,with_mask,mask,with_mask_1953.jpg,d1cbefe682afe5bfd1f06872ee9b0f35
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1954.jpg,True,320,428,3,21508,RGB,,with_mask,mask,with_mask_1954.jpg,5366a72a57d926a642f3a773d121efea
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1956.jpg,True,184,274,3,8379,RGB,,with_mask,mask,with_mask_1956.jpg,e01605fc0cc2bda47bdb6f67145e5a5a
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1958.jpg,True,184,274,3,7596,RGB,,with_mask,mask,with_mask_1958.jpg,4986c1108513483e5c622fb5cb935a28
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1959.jpg,True,797,650,3,56693,RGB,,with_mask,mask,with_mask_1959.jpg,73861de650e1476b21784901f494a060
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_196.jpg,True,177,232,3,14749,RGB,,with_mask,mask,with_mask_196.jpg,b74652a8c40e359e7196134cf6121977
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1960.jpg,True,797,650,3,67153,RGB,,with_mask,mask,with_mask_1960.jpg,670a21bb038b1d4cb854f6b8da0b2365
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1961.jpg,True,797,650,3,34199,RGB,,with_mask,mask,with_mask_1961.jpg,8139c94f353a33b44a61dc53969f5eaf
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1962.jpg,True,301,461,3,15394,RGB,,with_mask,mask,with_mask_1962.jpg,8f22b4a37f69858ff03d664c30bbac9e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1963.jpg,True,301,461,3,45794,RGB,,with_mask,mask,with_mask_1963.jpg,53d19ccb83de4f90319cf247f78528b0
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1964.jpg,True,295,400,3,15301,RGB,,with_mask,mask,with_mask_1964.jpg,03717b21fb819b9e959229038bc56540
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1965.jpg,True,320,428,3,22770,RGB,,with_mask,mask,with_mask_1965.jpg,43c422916ce7b0b05e209702ab687f5f
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1966.jpg,True,320,428,3,21661,RGB,,with_mask,mask,with_mask_1966.jpg,d680db10b2aa79dad4c55ef57b049dc2
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1967.jpg,True,225,225,3,17998,RGB,,with_mask,mask,with_mask_1967.jpg,7d4a57f9eea5c58a2a3666a0a147d1f5
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1968.jpg,True,225,225,3,5777,RGB,,with_mask,mask,with_mask_1968.jpg,768f06ad78214d48127a0069f8fa419c
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1969.jpg,True,114,141,3,6818,RGB,,with_mask,mask,with_mask_1969.jpg,3c84917e5f37c192de61c00ea46e29c3
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_197.jpg,True,62,112,3,4554,RGB,,with_mask,mask,with_mask_197.jpg,2ad2bcd56db893637455ecfcfd194dfe
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1970.jpg,True,114,141,3,4702,RGB,,with_mask,mask,with_mask_1970.jpg,261fb664438133fe988a1d6dfeee5d9e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1971.jpg,True,114,141,3,4275,RGB,,with_mask,mask,with_mask_1971.jpg,1626776fe0c1be5def67c615b9f2be9d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1972.jpg,True,295,400,3,10438,RGB,,with_mask,mask,with_mask_1972.jpg,2fdae7e76a492a831a4dc21d1fcbd51d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1973.jpg,True,226,280,3,22400,RGB,,with_mask,mask,with_mask_1973.jpg,4719442496a427366acf8f8cfae814c8
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1974.jpg,True,320,428,3,20350,RGB,,with_mask,mask,with_mask_1974.jpg,03b2889053651ca490f6cca4833346f1
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1975.jpg,True,480,640,3,24855,RGB,,with_mask,mask,with_mask_1975.jpg,718c828d53bc46fd4a111c83eccadac9
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1977.jpg,True,480,640,3,98969,RGB,,with_mask,mask,with_mask_1977.jpg,58a653f78873f39f3c4a86ff1d9b6cf1
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1978.jpg,True,300,168,3,3898,RGB,,with_mask,mask,with_mask_1978.jpg,b3474b35f26fdbae07af91ced62e9c4d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1979.jpg,True,300,168,3,5542,RGB,,with_mask,mask,with_mask_1979.jpg,6e6a2ae20d74c07395dae1aa22d07de9
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_198.jpg,True,104,141,3,4238,RGB,,with_mask,mask,with_mask_198.jpg,7d4a0604bc2513aa3c9d0735e69fe0ff
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1980.jpg,True,300,168,3,5293,RGB,,with_mask,mask,with_mask_1980.jpg,9d3cb8960125b807d8879595daae660c
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1981.jpg,True,190,318,3,7655,RGB,,with_mask,mask,with_mask_1981.jpg,75d45602190e4486524bee913c3cd241
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1982.jpg,True,190,318,3,11447,RGB,,with_mask,mask,with_mask_1982.jpg,dd2a652ce8508442f58bc7f809cbdd87
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1983.jpg,True,190,318,3,20368,RGB,,with_mask,mask,with_mask_1983.jpg,7b38977e67d00d938f338d71a9f2ef69
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1984.jpg,True,190,318,3,20440,RGB,,with_mask,mask,with_mask_1984.jpg,935829da2398e55753d799b7883b301e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1986.jpg,True,320,428,3,11647,RGB,,with_mask,mask,with_mask_1986.jpg,33370dd928151b4113e159cf14cfd822
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1987.jpg,True,320,428,3,18925,RGB,,with_mask,mask,with_mask_1987.jpg,3c6a9cc194e9c8d598a270adcf5e432a
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1988.jpg,True,233,350,3,12550,RGB,,with_mask,mask,with_mask_1988.jpg,5e2a4e35490be3fa36f31cc1f7456710
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1989.jpg,True,233,350,3,12946,RGB,,with_mask,mask,with_mask_1989.jpg,43323415c2f3c13c2764a89becfcab16
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_199.jpg,True,119,178,3,8287,RGB,,with_mask,mask,with_mask_199.jpg,8cca28d6a761065086f28106086194ff
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1990.jpg,True,205,251,3,8749,RGB,,with_mask,mask,with_mask_1990.jpg,d16295f6bf2e0fe09d995a18b2eab6c4
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1992.jpg,True,271,338,3,16966,RGB,,with_mask,mask,with_mask_1992.jpg,437f0819c7cc33771108b8cabb05312d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1993.jpg,True,271,338,3,17962,RGB,,with_mask,mask,with_mask_1993.jpg,5a55484f162387ba6d6fcb806242b5f8
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1994.jpg,True,273,400,3,37018,RGB,,with_mask,mask,with_mask_1994.jpg,c31cc61339e2239863540f5fbccc8cc9
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1995.jpg,True,183,275,3,8818,RGB,,with_mask,mask,with_mask_1995.jpg,a6181e299dd8f83524474ba7e84697ce
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1996.jpg,True,183,275,3,8616,RGB,,with_mask,mask,with_mask_1996.jpg,d3688fde6e4792935430df64edf062ce
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1998.jpg,True,183,275,3,8731,RGB,,with_mask,mask,with_mask_1998.jpg,edcac2c7ce20e29a7fd6f75ab45be6cb
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1999.jpg,True,320,433,3,22428,RGB,,with_mask,mask,with_mask_1999.jpg,fb3004abfe67ffc581abf4b9c77bd7c7
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2.jpg,True,201,251,3,8725,RGB,,with_mask,mask,with_mask_2.jpg,1b21bf84c303b267c2a51499c4532ec4
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_20.jpg,True,122,207,3,9536,RGB,,with_mask,mask,with_mask_20.jpg,977860986dd7e92f52ef2712218c7a1f
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_200.jpg,True,63,105,3,3837,RGB,,with_mask,mask,with_mask_200.jpg,b7037d7bcb092b41de624ef317995776
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2000.jpg,True,320,433,3,22812,RGB,,with_mask,mask,with_mask_2000.jpg,42da05fd3cfba3540c36816bd6cd2db4
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2001.jpg,True,450,400,3,23056,RGB,,with_mask,mask,with_mask_2001.jpg,7ae360da51730b25cc223faeda3d4a5b
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2002.jpg,True,450,400,3,21938,RGB,,with_mask,mask,with_mask_2002.jpg,50a299aea906ea0cacfb37ddd4dc41a4
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2003.jpg,True,353,344,3,19812,RGB,,with_mask,mask,with_mask_2003.jpg,2ae5183e046555e18d7230ad2d468afb
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2004.jpg,True,353,344,3,13319,RGB,,with_mask,mask,with_mask_2004.jpg,3bb2763a2dc106c50ab71cb961cfe396
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2005.jpg,True,191,213,3,8039,RGB,,with_mask,mask,with_mask_2005.jpg,6df39edf32e4c59a65bc0ef51d45383f
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2008.jpg,True,191,213,3,5297,RGB,,with_mask,mask,with_mask_2008.jpg,2f9aa0a51c1de74346f2ab5138c175c9
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_201.jpg,True,214,262,3,13448,RGB,,with_mask,mask,with_mask_201.jpg,4e8067d8d601223dd1cf6675bf152952
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2010.jpg,True,297,455,3,15078,RGB,,with_mask,mask,with_mask_2010.jpg,74064f0896a7cc6a859efc6ff5663c9b
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2011.jpg,True,205,251,3,18415,RGB,,with_mask,mask,with_mask_2011.jpg,d46cdb674ed968a3f9af3b3e03d58cb6
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2012.jpg,True,297,455,3,14755,RGB,,with_mask,mask,with_mask_2012.jpg,f048516b713aa134fca9dcf1f30dac61
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2013.jpg,True,297,455,3,42741,RGB,,with_mask,mask,with_mask_2013.jpg,0b4ef2311cbe707abf9f2950381abf79
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2015.jpg,True,320,428,3,43883,RGB,,with_mask,mask,with_mask_2015.jpg,05bddf3f9cc6bc067dc54f2783517ce6
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2016.jpg,True,320,428,3,14265,RGB,,with_mask,mask,with_mask_2016.jpg,4b9783f7abf98556042ae5fc6d251818
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2018.jpg,True,320,428,3,42059,RGB,,with_mask,mask,with_mask_2018.jpg,814acae24f7ef2cfaecfcc1265cf799b
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2019.jpg,True,320,428,3,42018,RGB,,with_mask,mask,with_mask_2019.jpg,a2e1db8fe7bb3af9461e5bfd80526e5e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_202.jpg,True,160,229,3,14302,RGB,,with_mask,mask,with_mask_202.jpg,6729de28bda7b3cbf03b52394d19da93
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2020.jpg,True,308,384,3,15000,RGB,,with_mask,mask,with_mask_2020.jpg,c0440331f942717aa656b8ffb25880b3
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2021.jpg,True,308,384,3,10909,RGB,,with_mask,mask,with_mask_2021.jpg,f4743a5dc87387e6fd9d41a05f667d24
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2022.jpg,True,205,251,3,8662,RGB,,with_mask,mask,with_mask_2022.jpg,c212724ace1cfb1e4ef0e1ac9eba069c
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2023.jpg,True,308,384,3,38219,RGB,,with_mask,mask,with_mask_2023.jpg,59f5bdde293b0452628acb2e3f3b2350
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2024.jpg,True,238,212,3,6173,RGB,,with_mask,mask,with_mask_2024.jpg,9481db765efdc20448a8bec81d309805
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2025.jpg,True,238,212,3,9577,RGB,,with_mask,mask,with_mask_2025.jpg,9e5d6d2084148d53def54de20a306a0f
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2026.jpg,True,238,212,3,9470,RGB,,with_mask,mask,with_mask_2026.jpg,0551668d979cd6d203a1c3e57c39b809
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2027.jpg,True,259,194,3,9187,RGB,,with_mask,mask,with_mask_2027.jpg,66a3fbe356ca38aff5bf288281a09f5f
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2028.jpg,True,259,194,3,6436,RGB,,with_mask,mask,with_mask_2028.jpg,c651c81fc8ef16258b955b251f3b5999
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2029.jpg,True,259,194,3,9436,RGB,,with_mask,mask,with_mask_2029.jpg,137143f867dc6a7c43e3263ecf11b0a1
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_203.jpg,True,41,59,3,2132,RGB,,with_mask,mask,with_mask_203.jpg,f05e1db8b778d497472b9e3d968e874f
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2030.jpg,True,225,225,3,5362,RGB,,with_mask,mask,with_mask_2030.jpg,7d537237bca48d7464cb2ec933cf447d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2031.jpg,True,225,225,3,7898,RGB,,with_mask,mask,with_mask_2031.jpg,068db77a97d17eea7b8b6ee539c019ff
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2032.jpg,True,225,225,3,17768,RGB,,with_mask,mask,with_mask_2032.jpg,df348a8b8a48c2ffa2ce93f27181bab3
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2033.jpg,True,320,428,3,35591,RGB,,with_mask,mask,with_mask_2033.jpg,f661c226097c48e91a3dd19450a72127
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2034.jpg,True,340,417,3,14090,RGB,,with_mask,mask,with_mask_2034.jpg,774b4b7ee81abfa6da10b04ca905cd72
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2035.jpg,True,340,417,3,19257,RGB,,with_mask,mask,with_mask_2035.jpg,8cd85a0833828ee3aa2add1b23ff4011
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2036.jpg,True,340,417,3,19880,RGB,,with_mask,mask,with_mask_2036.jpg,46cc5275783ed374826bcc60b0d460f3
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2037.jpg,True,510,340,3,19438,RGB,,with_mask,mask,with_mask_2037.jpg,89648ed11ccb99589363e148954ea095
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2038.jpg,True,510,340,3,12437,RGB,,with_mask,mask,with_mask_2038.jpg,3dca9dadfe5b59aa4ea820488c1752f8
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2039.jpg,True,510,340,3,50431,RGB,,with_mask,mask,with_mask_2039.jpg,fbfee42d8aaf04161be84f6961fb9d44
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_204.jpg,True,138,256,3,12376,RGB,,with_mask,mask,with_mask_204.jpg,b6eee54ce68a108518cdd8564a2ad8f9
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2040.jpg,True,510,340,3,19379,RGB,,with_mask,mask,with_mask_2040.jpg,a14bdbd1245ab822e1d961904a186c95
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2041.jpg,True,312,351,3,36491,RGB,,with_mask,mask,with_mask_2041.jpg,6b145df75220db65a991ea19ed6533d2
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2042.jpg,True,312,351,3,11360,RGB,,with_mask,mask,with_mask_2042.jpg,c26a207a04b654330c2dc36f6c09cc23
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2043.jpg,True,312,351,3,36608,RGB,,with_mask,mask,with_mask_2043.jpg,ec89df251cb71194f03f74ef2c9af5a1
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2044.jpg,True,320,428,3,49884,RGB,,with_mask,mask,with_mask_2044.jpg,8d1eb63666a0642baf6fe263a3c4f76f
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2045.jpg,True,312,351,3,17828,RGB,,with_mask,mask,with_mask_2045.jpg,491d51e088eac9019e6457e655c965bc
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2047.jpg,True,640,480,3,99290,RGB,,with_mask,mask,with_mask_2047.jpg,91d63bb3bb91a64f9648acf4da2f8126
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_205.jpg,True,263,386,3,29877,RGB,,with_mask,mask,with_mask_205.jpg,c95c643519be65fda65f63a9c5e0edc3
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2050.jpg,True,320,428,3,23190,RGB,,with_mask,mask,with_mask_2050.jpg,e6091d70d1b0f0ec5ceef93e804fd0a0
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2051.jpg,True,320,428,3,21998,RGB,,with_mask,mask,with_mask_2051.jpg,059c5841232a90530dde415b36b52475
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2052.jpg,True,320,428,3,21914,RGB,,with_mask,mask,with_mask_2052.jpg,f805f6bb772f0d116cf99bb46e98765b
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2053.jpg,True,184,274,3,10485,RGB,,with_mask,mask,with_mask_2053.jpg,7969dcb116c14e5475a66fa2f578fcc8
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2056.jpg,True,257,196,3,18117,RGB,,with_mask,mask,with_mask_2056.jpg,07f693fcc80be2ff3d0334b7b22db217
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2057.jpg,True,257,196,3,18285,RGB,,with_mask,mask,with_mask_2057.jpg,95062e18ec2c6e335724ca13b104196e
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2058.jpg,True,257,196,3,9094,RGB,,with_mask,mask,with_mask_2058.jpg,ef78ba9f7ff053e957f56f48e79cc723
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2059.jpg,True,257,196,3,9100,RGB,,with_mask,mask,with_mask_2059.jpg,cc3600088e5460f1084a2ef579aa0f2d
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_206.jpg,True,117,187,3,7844,RGB,,with_mask,mask,with_mask_206.jpg,334f1ea97e1b484aadcaa472cce55d62
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2061.jpg,True,320,428,3,40496,RGB,,with_mask,mask,with_mask_2061.jpg,1df7d03f84dfb64249f4fc81d59d8222
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2062.jpg,True,278,309,3,14955,RGB,,with_mask,mask,with_mask_2062.jpg,8037cf90c01ef98b60ae28bc1ff001ec
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2063.jpg,True,278,309,3,9944,RGB,,with_mask,mask,with_mask_2063.jpg,750ffd9c5af3351911d20271edc010a5
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2064.jpg,True,320,433,3,22523,RGB,,with_mask,mask,with_mask_2064.jpg,0ded26940a6984b5dfae98163b2b662a
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2065.jpg,True,320,433,3,22412,RGB,,with_mask,mask,with_mask_2065.jpg,1fae2af272c33192945a5c7ec6245828
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2067.jpg,True,320,428,3,45829,RGB,,with_mask,mask,with_mask_2067.jpg,e1170fc3f898c62275e5021946f9e939
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2068.jpg,True,320,428,3,45834,RGB,,with_mask,mask,with_mask_2068.jpg,2b93fe1ab4ea6a44e8ff9201374b70bf
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2069.jpg,True,320,428,3,22945,RGB,,with_mask,mask,with_mask_2069.jpg,274d2c47483d55f4f0fe8a32bddce2d7
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_207.jpg,True,56,75,3,2807,RGB,,with_mask,mask,with_mask_207.jpg,4c141da885656bd3c892aec8d44109b3
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2070.jpg,True,273,400,3,16447,RGB,,with_mask,mask,with_mask_2070.jpg,b0ed6abde73ddcd784ff4c095f34a327
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2071.jpg,True,273,400,3,16483,RGB,,with_mask,mask,with_mask_2071.jpg,26bf0499b74f1a9b47e8db7f38f0adff
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2072.jpg,True,273,400,3,17102,RGB,,with_mask,mask,with_mask_2072.jpg,5f4d54c51eecd9077ab8aa175e81bd04
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2073.jpg,True,273,400,3,15791,RGB,,with_mask,mask,with_mask_2073.jpg,7bcb2cccf5d5efec578808470402fbd1
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2074.jpg,True,199,253,3,7484,RGB,,with_mask,mask,with_mask_2074.jpg,24d89e528af20ca7fac37fed64662ba5
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2075.jpg,True,199,253,3,4710,RGB,,with_mask,mask,with_mask_2075.jpg,0bccf9c18a25377f801329e1280c4fb0
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2076.jpg,True,201,251,3,6598,RGB,,with_mask,mask,with_mask_2076.jpg,b208af3c3e05460647106843efd3dd53
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2077.jpg,True,180,270,3,7259,RGB,,with_mask,mask,with_mask_2077.jpg,d55f5b433365a5b3d4eea7474e97f707
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2078.jpg,True,195,259,3,7180,RGB,,with_mask,mask,with_mask_2078.jpg,1bb54d975b690459954ef9219f366efd
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_2079.jpg,True,225,225,3,6610,RGB,,with_mask,mask,with_mask_2079.jpg,121b021a1450eef6c635d5ddf64cba85
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_208.jpg,True,114,131,3,6493,RGB,,with_mask,mask,with_mask_208.jpg,bc3e987fc1f7ecbdcc6a9d0306ccea24
