filepath,valid,width,height,channels,file_size_bytes,color_mode,error,label,dataset,filename,file_hash
E:\AMIT AI\Face Mask & Emotion detection\happy\11967.jpg,True,48,48,1,1401,L,,happy,emotion,11967.jpg,bc0656634cae6e9a3a66f057aa239b5d
E:\AMIT AI\Face Mask & Emotion detection\happy\11973.jpg,True,48,48,1,1329,L,,happy,emotion,11973.jpg,c64cf713da2c2ef40eea4e71e7b44b76
E:\AMIT AI\Face Mask & Emotion detection\happy\11975.jpg,True,48,48,1,1539,L,,happy,emotion,11975.jpg,4798cd491634de57a448609de8c9142c
E:\AMIT AI\Face Mask & Emotion detection\happy\11981.jpg,True,48,48,1,1577,L,,happy,emotion,11981.jpg,26de9325672a7be1e61d33a7215c327d
E:\AMIT AI\Face Mask & Emotion detection\happy\11989.jpg,True,48,48,1,1602,L,,happy,emotion,11989.jpg,56ce8a20debcf531bf498060e5041ced
E:\AMIT AI\Face Mask & Emotion detection\happy\11990.jpg,True,48,48,1,1436,L,,happy,emotion,11990.jpg,7024dc9c0e89cc73e0297faed4b00ad2
E:\AMIT AI\Face Mask & Emotion detection\happy\11992.jpg,True,48,48,1,1448,L,,happy,emotion,11992.jpg,a05e3c460e504dfc1f454774c7ede257
E:\AMIT AI\Face Mask & Emotion detection\happy\11995.jpg,True,48,48,1,1491,L,,happy,emotion,11995.jpg,9a36755cb30b8fad1d943282e0045d67
E:\AMIT AI\Face Mask & Emotion detection\happy\11998.jpg,True,48,48,1,1400,L,,happy,emotion,11998.jpg,516095bfcdbe5df33d2914243ebcb5cf
E:\AMIT AI\Face Mask & Emotion detection\happy\12000.jpg,True,48,48,1,1442,L,,happy,emotion,12000.jpg,9935b6b566cf3fa53950867dbf8aea39
E:\AMIT AI\Face Mask & Emotion detection\happy\12008.jpg,True,48,48,1,1504,L,,happy,emotion,12008.jpg,b9c99ab4d2f824d4cc5d77269f0328cd
E:\AMIT AI\Face Mask & Emotion detection\happy\12026.jpg,True,48,48,1,1565,L,,happy,emotion,12026.jpg,7e9a3467fad893b4ee20931c9dea6bac
E:\AMIT AI\Face Mask & Emotion detection\happy\12028.jpg,True,48,48,1,1339,L,,happy,emotion,12028.jpg,222e2f2797da60f22e425de646ed97af
E:\AMIT AI\Face Mask & Emotion detection\happy\12044.jpg,True,48,48,1,1831,L,,happy,emotion,12044.jpg,384f755a00489eb6b3466fb734d1f398
E:\AMIT AI\Face Mask & Emotion detection\happy\12047.jpg,True,48,48,1,1484,L,,happy,emotion,12047.jpg,7b6453990b2bf158d0655bdbd53af190
E:\AMIT AI\Face Mask & Emotion detection\happy\12051.jpg,True,48,48,1,1643,L,,happy,emotion,12051.jpg,88e8222149eb47975f5a332db6083864
E:\AMIT AI\Face Mask & Emotion detection\happy\12059.jpg,True,48,48,1,1472,L,,happy,emotion,12059.jpg,9fafed8732f8033857e1b40ff2cda3ab
E:\AMIT AI\Face Mask & Emotion detection\happy\12065.jpg,True,48,48,1,1480,L,,happy,emotion,12065.jpg,e582b42f5e4f411b2248db041f079319
E:\AMIT AI\Face Mask & Emotion detection\happy\12066.jpg,True,48,48,1,1873,L,,happy,emotion,12066.jpg,e0ce630b1b8508615cd4da5e2426572f
E:\AMIT AI\Face Mask & Emotion detection\happy\12067.jpg,True,48,48,1,1026,L,,happy,emotion,12067.jpg,4e85b6383ba51f313e3743638b1806a9
E:\AMIT AI\Face Mask & Emotion detection\happy\12073.jpg,True,48,48,1,1710,L,,happy,emotion,12073.jpg,7bbb325767ed16b2918fbee245264041
E:\AMIT AI\Face Mask & Emotion detection\happy\12078.jpg,True,48,48,1,1474,L,,happy,emotion,12078.jpg,0910b8a99fcb0cf8ad9466a84c8e98b0
E:\AMIT AI\Face Mask & Emotion detection\happy\12081.jpg,True,48,48,1,1539,L,,happy,emotion,12081.jpg,64a7103db6417600abe155d5329e871c
E:\AMIT AI\Face Mask & Emotion detection\happy\12085.jpg,True,48,48,1,1599,L,,happy,emotion,12085.jpg,fb7d55407d0f931e0d04229d042dbdc6
E:\AMIT AI\Face Mask & Emotion detection\happy\12089.jpg,True,48,48,1,1661,L,,happy,emotion,12089.jpg,648e5a78e5490eae2387daeba7b5e70c
E:\AMIT AI\Face Mask & Emotion detection\happy\12091.jpg,True,48,48,1,1623,L,,happy,emotion,12091.jpg,3e469c6616fe92080fbae4106f81d0ad
E:\AMIT AI\Face Mask & Emotion detection\happy\12095.jpg,True,48,48,1,1907,L,,happy,emotion,12095.jpg,516e390f5ca8624aee5d2e8e526dbae2
E:\AMIT AI\Face Mask & Emotion detection\happy\12101.jpg,True,48,48,1,1471,L,,happy,emotion,12101.jpg,3f65aa04fc5bcc92698a013a1ccd4bbb
E:\AMIT AI\Face Mask & Emotion detection\happy\12103.jpg,True,48,48,1,1566,L,,happy,emotion,12103.jpg,709b661c518abb90f9fa67450e6c6f7f
E:\AMIT AI\Face Mask & Emotion detection\happy\12104.jpg,True,48,48,1,1554,L,,happy,emotion,12104.jpg,92216a88cc68c8fc829c9ecc26d627a7
E:\AMIT AI\Face Mask & Emotion detection\happy\12111.jpg,True,48,48,1,1388,L,,happy,emotion,12111.jpg,de4bcf7e86145d28df5f17a40bc4ed9a
E:\AMIT AI\Face Mask & Emotion detection\happy\12112.jpg,True,48,48,1,1592,L,,happy,emotion,12112.jpg,70a9fcadf517894bb13bc32cf9fbbf9d
E:\AMIT AI\Face Mask & Emotion detection\happy\12114.jpg,True,48,48,1,1565,L,,happy,emotion,12114.jpg,48e89ead1214f4c38e632a3ff22cb1a3
E:\AMIT AI\Face Mask & Emotion detection\happy\12122.jpg,True,48,48,1,1435,L,,happy,emotion,12122.jpg,f2eb3fdea2b57c0c0da55c84a5ca1796
E:\AMIT AI\Face Mask & Emotion detection\happy\12147.jpg,True,48,48,1,1594,L,,happy,emotion,12147.jpg,4f868c95baa69d5d07024a050d5b740d
E:\AMIT AI\Face Mask & Emotion detection\happy\12150.jpg,True,48,48,1,1544,L,,happy,emotion,12150.jpg,490091d76dce015c9dfd6912690ddd53
E:\AMIT AI\Face Mask & Emotion detection\happy\12153.jpg,True,48,48,1,1505,L,,happy,emotion,12153.jpg,33724f0e90492596dfe9eba731266302
E:\AMIT AI\Face Mask & Emotion detection\happy\12156.jpg,True,48,48,1,1637,L,,happy,emotion,12156.jpg,9567021f1e53748ba3ef81704e04f422
E:\AMIT AI\Face Mask & Emotion detection\happy\12164.jpg,True,48,48,1,1613,L,,happy,emotion,12164.jpg,8e47046959aca54dc409dd6add516b13
E:\AMIT AI\Face Mask & Emotion detection\happy\12166.jpg,True,48,48,1,1650,L,,happy,emotion,12166.jpg,f06302629db78e147dd27edbb0494824
E:\AMIT AI\Face Mask & Emotion detection\happy\12167.jpg,True,48,48,1,1549,L,,happy,emotion,12167.jpg,2c48c1220361134a03a20bb7b74ad77d
E:\AMIT AI\Face Mask & Emotion detection\happy\12170.jpg,True,48,48,1,1530,L,,happy,emotion,12170.jpg,c8b5115f88bcf91647d2d10edce8865b
E:\AMIT AI\Face Mask & Emotion detection\happy\12172.jpg,True,48,48,1,1542,L,,happy,emotion,12172.jpg,424b642462df3719b995d03a826002d7
E:\AMIT AI\Face Mask & Emotion detection\happy\12174.jpg,True,48,48,1,1570,L,,happy,emotion,12174.jpg,4b40a84aabea556dbe960070eae1b8f2
E:\AMIT AI\Face Mask & Emotion detection\happy\12189.jpg,True,48,48,1,1442,L,,happy,emotion,12189.jpg,b1c12ac4767d16c9dfc96fb8a74b5965
E:\AMIT AI\Face Mask & Emotion detection\happy\12207.jpg,True,48,48,1,1714,L,,happy,emotion,12207.jpg,ab91e555d8519383fefd27c3c1b58481
E:\AMIT AI\Face Mask & Emotion detection\happy\12209.jpg,True,48,48,1,1473,L,,happy,emotion,12209.jpg,ab4d3da6234a989cdc7cae0321319356
E:\AMIT AI\Face Mask & Emotion detection\happy\12216.jpg,True,48,48,1,1506,L,,happy,emotion,12216.jpg,5f98bbfed7cb995a32b2b7b688d46cb2
E:\AMIT AI\Face Mask & Emotion detection\happy\12221.jpg,True,48,48,1,1664,L,,happy,emotion,12221.jpg,466bf4ffb6a7d84019fa4449369acaa5
E:\AMIT AI\Face Mask & Emotion detection\happy\12232.jpg,True,48,48,1,1658,L,,happy,emotion,12232.jpg,70955101eef12c71803f2082282c8552
E:\AMIT AI\Face Mask & Emotion detection\happy\12245.jpg,True,48,48,1,1542,L,,happy,emotion,12245.jpg,d57acdac33af27be061adb78a3fa33d6
E:\AMIT AI\Face Mask & Emotion detection\happy\12268.jpg,True,48,48,1,1643,L,,happy,emotion,12268.jpg,91fae967bb57af3555c3de90c32058fd
E:\AMIT AI\Face Mask & Emotion detection\happy\12273.jpg,True,48,48,1,1523,L,,happy,emotion,12273.jpg,61fc4e20b18d0683699eba4ff5443cb1
E:\AMIT AI\Face Mask & Emotion detection\happy\12279.jpg,True,48,48,1,1550,L,,happy,emotion,12279.jpg,2b54896ca85b870f8491d48fd88fbc71
E:\AMIT AI\Face Mask & Emotion detection\happy\12281.jpg,True,48,48,1,1924,L,,happy,emotion,12281.jpg,f7503486d7c6d93e9582b896b798b3b7
E:\AMIT AI\Face Mask & Emotion detection\happy\12282.jpg,True,48,48,1,1467,L,,happy,emotion,12282.jpg,c95566336e2442c519f89ca336dece93
E:\AMIT AI\Face Mask & Emotion detection\happy\12286.jpg,True,48,48,1,1395,L,,happy,emotion,12286.jpg,645149bdda021e6dfa855183231a99c4
E:\AMIT AI\Face Mask & Emotion detection\happy\12291.jpg,True,48,48,1,1588,L,,happy,emotion,12291.jpg,3f399f7cb611c2c0600dd6050c326da6
E:\AMIT AI\Face Mask & Emotion detection\happy\12297.jpg,True,48,48,1,1469,L,,happy,emotion,12297.jpg,0d4413f6fe0550bb0bbd0802b683115c
E:\AMIT AI\Face Mask & Emotion detection\happy\12306.jpg,True,48,48,1,1762,L,,happy,emotion,12306.jpg,606cb2fa2367498dbc919f51943f1055
E:\AMIT AI\Face Mask & Emotion detection\happy\12311.jpg,True,48,48,1,1704,L,,happy,emotion,12311.jpg,30ee548701313699aed027a69cdcad94
E:\AMIT AI\Face Mask & Emotion detection\happy\12317.jpg,True,48,48,1,1407,L,,happy,emotion,12317.jpg,e015c1306e444b1544ff5ecc53c81c47
E:\AMIT AI\Face Mask & Emotion detection\happy\12323.jpg,True,48,48,1,1621,L,,happy,emotion,12323.jpg,79df88894190d33a969e1651a36a0a3b
E:\AMIT AI\Face Mask & Emotion detection\happy\12327.jpg,True,48,48,1,1775,L,,happy,emotion,12327.jpg,7d4327beba614cf19e08526cc7676614
E:\AMIT AI\Face Mask & Emotion detection\happy\12332.jpg,True,48,48,1,2236,L,,happy,emotion,12332.jpg,48e2f1dc84130d01f2b4391e1aed8d5f
E:\AMIT AI\Face Mask & Emotion detection\happy\12335.jpg,True,48,48,1,1386,L,,happy,emotion,12335.jpg,77a4b67c41d3aac248b681a7e389520a
E:\AMIT AI\Face Mask & Emotion detection\happy\12337.jpg,True,48,48,1,1948,L,,happy,emotion,12337.jpg,0935b9f63e25dfcafc5c2f26585cbda8
E:\AMIT AI\Face Mask & Emotion detection\happy\12343.jpg,True,48,48,1,1430,L,,happy,emotion,12343.jpg,88b952a3a674c8096e713a79b76a3de1
E:\AMIT AI\Face Mask & Emotion detection\happy\12344.jpg,True,48,48,1,1856,L,,happy,emotion,12344.jpg,5940118334e752ac59afa4e4f4afe626
E:\AMIT AI\Face Mask & Emotion detection\happy\12346.jpg,True,48,48,1,1632,L,,happy,emotion,12346.jpg,25e4db84dc5c9c16c9066136849642ae
E:\AMIT AI\Face Mask & Emotion detection\happy\12351.jpg,True,48,48,1,1627,L,,happy,emotion,12351.jpg,14472e04a70c3741d6a81098161ea709
E:\AMIT AI\Face Mask & Emotion detection\happy\12356.jpg,True,48,48,1,1667,L,,happy,emotion,12356.jpg,03a97c18b0c05f8ad1c3898481f9a2b7
E:\AMIT AI\Face Mask & Emotion detection\happy\12370.jpg,True,48,48,1,1618,L,,happy,emotion,12370.jpg,ff59674bc6aec38b96fd29f1b51bc9b0
E:\AMIT AI\Face Mask & Emotion detection\happy\12377.jpg,True,48,48,1,1425,L,,happy,emotion,12377.jpg,0079297411e4e515f53108e8b2e229b3
E:\AMIT AI\Face Mask & Emotion detection\happy\12386.jpg,True,48,48,1,1546,L,,happy,emotion,12386.jpg,d2f6a3f90c159f87f5de3ad9e953269a
E:\AMIT AI\Face Mask & Emotion detection\happy\12387.jpg,True,48,48,1,1666,L,,happy,emotion,12387.jpg,9a5754f7bc8d94ca3d94e339e087a7f5
E:\AMIT AI\Face Mask & Emotion detection\happy\12397.jpg,True,48,48,1,1468,L,,happy,emotion,12397.jpg,9de20e40395d20dfd426eafd1d35226c
E:\AMIT AI\Face Mask & Emotion detection\happy\12398.jpg,True,48,48,1,1645,L,,happy,emotion,12398.jpg,8d1c8d9a63407acb095257a2025870a5
E:\AMIT AI\Face Mask & Emotion detection\happy\12399.jpg,True,48,48,1,1301,L,,happy,emotion,12399.jpg,1a7656e18878e0a5059903959a19e422
E:\AMIT AI\Face Mask & Emotion detection\happy\12402.jpg,True,48,48,1,1575,L,,happy,emotion,12402.jpg,2e3cb55f3214c11367d6759d945121c4
E:\AMIT AI\Face Mask & Emotion detection\happy\12403.jpg,True,48,48,1,1570,L,,happy,emotion,12403.jpg,543c2acbddb7f49eb319cbc9c092e67b
E:\AMIT AI\Face Mask & Emotion detection\happy\12406.jpg,True,48,48,1,1612,L,,happy,emotion,12406.jpg,77723a2803cbc1da657497571c5320f1
E:\AMIT AI\Face Mask & Emotion detection\happy\12415.jpg,True,48,48,1,1467,L,,happy,emotion,12415.jpg,410d905c8a25a3bcdbd575c2ee79ba54
E:\AMIT AI\Face Mask & Emotion detection\happy\12418.jpg,True,48,48,1,1489,L,,happy,emotion,12418.jpg,ee96b0e265cf93bcb80f40580248e45e
E:\AMIT AI\Face Mask & Emotion detection\happy\12424.jpg,True,48,48,1,1425,L,,happy,emotion,12424.jpg,198fa0e4639664b85e3a62690fc56acd
E:\AMIT AI\Face Mask & Emotion detection\happy\12426.jpg,True,48,48,1,1557,L,,happy,emotion,12426.jpg,c1654b1d2362ea97902fb60c4eb0c81b
E:\AMIT AI\Face Mask & Emotion detection\happy\12428.jpg,True,48,48,1,1489,L,,happy,emotion,12428.jpg,a9ba601a916f2e596aded86db084307e
E:\AMIT AI\Face Mask & Emotion detection\happy\12438.jpg,True,48,48,1,1585,L,,happy,emotion,12438.jpg,844a6786ab40bf53c80eb5d06f531a03
E:\AMIT AI\Face Mask & Emotion detection\happy\12439.jpg,True,48,48,1,1708,L,,happy,emotion,12439.jpg,654f7c607ac9490f4c87aadc34e8b8b7
E:\AMIT AI\Face Mask & Emotion detection\happy\12442.jpg,True,48,48,1,1591,L,,happy,emotion,12442.jpg,5627847deb20c7d4a4f83c47785eb566
E:\AMIT AI\Face Mask & Emotion detection\happy\12455.jpg,True,48,48,1,1355,L,,happy,emotion,12455.jpg,84624835816516f8fc0a898122fb533c
E:\AMIT AI\Face Mask & Emotion detection\happy\12457.jpg,True,48,48,1,1799,L,,happy,emotion,12457.jpg,c8521624e15fa0de4ccfaf4f4990f78d
E:\AMIT AI\Face Mask & Emotion detection\happy\12464.jpg,True,48,48,1,1157,L,,happy,emotion,12464.jpg,166dfd03cbaa34f1e0b0d07dc3ca60e9
E:\AMIT AI\Face Mask & Emotion detection\happy\12466.jpg,True,48,48,1,1570,L,,happy,emotion,12466.jpg,149f270ecddfa3816533f488f16aa7c1
E:\AMIT AI\Face Mask & Emotion detection\happy\12478.jpg,True,48,48,1,1563,L,,happy,emotion,12478.jpg,abd471f4331c7f1a27e3d78b8d480d5b
E:\AMIT AI\Face Mask & Emotion detection\happy\12480.jpg,True,48,48,1,1519,L,,happy,emotion,12480.jpg,2e8d70190a3a7b356c75210e5b4681f4
E:\AMIT AI\Face Mask & Emotion detection\happy\12484.jpg,True,48,48,1,1772,L,,happy,emotion,12484.jpg,45614990913663bf5315f4b405c88aea
E:\AMIT AI\Face Mask & Emotion detection\happy\12485.jpg,True,48,48,1,1276,L,,happy,emotion,12485.jpg,2a9f78ca55a9cb5153d7965704f497a5
E:\AMIT AI\Face Mask & Emotion detection\happy\12495.jpg,True,48,48,1,1322,L,,happy,emotion,12495.jpg,a2a9d0cf6308eda641cf8c19855d9a4a
E:\AMIT AI\Face Mask & Emotion detection\happy\12509.jpg,True,48,48,1,1673,L,,happy,emotion,12509.jpg,ff0d81efb4001d44e910751f0a2b548b
E:\AMIT AI\Face Mask & Emotion detection\happy\12517.jpg,True,48,48,1,1610,L,,happy,emotion,12517.jpg,2108a4d4bb60a3b41818fbeb40d15761
E:\AMIT AI\Face Mask & Emotion detection\happy\12520.jpg,True,48,48,1,1637,L,,happy,emotion,12520.jpg,585b64074999852c890e87ccf43b9bc2
E:\AMIT AI\Face Mask & Emotion detection\happy\12526.jpg,True,48,48,1,1530,L,,happy,emotion,12526.jpg,a457f58f62442f180ab981bfa69045e9
E:\AMIT AI\Face Mask & Emotion detection\happy\12528.jpg,True,48,48,1,1431,L,,happy,emotion,12528.jpg,4b9e406363b22c6a7f25cbb618bac583
E:\AMIT AI\Face Mask & Emotion detection\happy\12530.jpg,True,48,48,1,1694,L,,happy,emotion,12530.jpg,1006f4ad50b7d7b2009e1f8e27acc463
E:\AMIT AI\Face Mask & Emotion detection\happy\12537.jpg,True,48,48,1,1586,L,,happy,emotion,12537.jpg,f156e70ed0efc1e3cac2127c82192d57
E:\AMIT AI\Face Mask & Emotion detection\happy\12539.jpg,True,48,48,1,1780,L,,happy,emotion,12539.jpg,e15b865aefd107d6d21247962b6d92b7
E:\AMIT AI\Face Mask & Emotion detection\happy\12542.jpg,True,48,48,1,1478,L,,happy,emotion,12542.jpg,efd23f7617128dbe29d74c0c6ad465d2
E:\AMIT AI\Face Mask & Emotion detection\happy\12545.jpg,True,48,48,1,1651,L,,happy,emotion,12545.jpg,41bff5368e4781301a51500c7d369529
E:\AMIT AI\Face Mask & Emotion detection\happy\12548.jpg,True,48,48,1,1702,L,,happy,emotion,12548.jpg,da829bcf35c8c8a356c51b6f4fe7a30e
E:\AMIT AI\Face Mask & Emotion detection\happy\12562.jpg,True,48,48,1,1762,L,,happy,emotion,12562.jpg,b2edf7b06a5da033f96f72c4ba0f523e
E:\AMIT AI\Face Mask & Emotion detection\happy\12566.jpg,True,48,48,1,1478,L,,happy,emotion,12566.jpg,a9ec9b8be1778ac3ed63ba1d67728703
E:\AMIT AI\Face Mask & Emotion detection\happy\12573.jpg,True,48,48,1,1659,L,,happy,emotion,12573.jpg,c0143ebaab999267d977d4dcc1dcd4d0
E:\AMIT AI\Face Mask & Emotion detection\happy\12575.jpg,True,48,48,1,1572,L,,happy,emotion,12575.jpg,665ec1735b44e5d8eab98467299de856
E:\AMIT AI\Face Mask & Emotion detection\happy\12579.jpg,True,48,48,1,1267,L,,happy,emotion,12579.jpg,92a3be9eeb1c20956762ca55db83c6c3
E:\AMIT AI\Face Mask & Emotion detection\happy\12580.jpg,True,48,48,1,1576,L,,happy,emotion,12580.jpg,0faa628c821e0aa6202cda9fc6175d94
E:\AMIT AI\Face Mask & Emotion detection\happy\12583.jpg,True,48,48,1,1657,L,,happy,emotion,12583.jpg,0bc2f30981a2181f62b2e869d0701318
E:\AMIT AI\Face Mask & Emotion detection\happy\12589.jpg,True,48,48,1,1752,L,,happy,emotion,12589.jpg,1a0f64e248c2131d3cf9b0b124020600
E:\AMIT AI\Face Mask & Emotion detection\happy\12590.jpg,True,48,48,1,1752,L,,happy,emotion,12590.jpg,4e9320d41442c1e55ae9ea17d9424bfc
E:\AMIT AI\Face Mask & Emotion detection\happy\12601.jpg,True,48,48,1,1490,L,,happy,emotion,12601.jpg,68c27c02ae777bab4d99c52f16f6b841
E:\AMIT AI\Face Mask & Emotion detection\happy\12604.jpg,True,48,48,1,1705,L,,happy,emotion,12604.jpg,18515538e8775ffe275d50bf26e7ea32
E:\AMIT AI\Face Mask & Emotion detection\happy\12612.jpg,True,48,48,1,1844,L,,happy,emotion,12612.jpg,924f5ae040bdc66c33120bcd725c8e6e
E:\AMIT AI\Face Mask & Emotion detection\happy\12614.jpg,True,48,48,1,1522,L,,happy,emotion,12614.jpg,6bf59cb901f9c994e37a6a3f898a4930
E:\AMIT AI\Face Mask & Emotion detection\happy\12619.jpg,True,48,48,1,1548,L,,happy,emotion,12619.jpg,3cde5fdc2166392822d8028ad10156ce
E:\AMIT AI\Face Mask & Emotion detection\happy\12623.jpg,True,48,48,1,1495,L,,happy,emotion,12623.jpg,57b6e33f3f94296e39ba9ae273a19ed1
E:\AMIT AI\Face Mask & Emotion detection\happy\12625.jpg,True,48,48,1,1652,L,,happy,emotion,12625.jpg,66ee56aa5f27efac7227ac4f18a38154
E:\AMIT AI\Face Mask & Emotion detection\happy\12627.jpg,True,48,48,1,1459,L,,happy,emotion,12627.jpg,d8d2d7b6005b8b4fb0dbbd2ec50d930b
E:\AMIT AI\Face Mask & Emotion detection\happy\12630.jpg,True,48,48,1,1627,L,,happy,emotion,12630.jpg,3119678911f6c7d9451afee1aeec4c1f
E:\AMIT AI\Face Mask & Emotion detection\happy\12636.jpg,True,48,48,1,1655,L,,happy,emotion,12636.jpg,6c2cc2640fb17303c5166de5b8959765
E:\AMIT AI\Face Mask & Emotion detection\happy\12638.jpg,True,48,48,1,1580,L,,happy,emotion,12638.jpg,5048f40b6dec9b18c063ba093941b626
E:\AMIT AI\Face Mask & Emotion detection\happy\12653.jpg,True,48,48,1,1364,L,,happy,emotion,12653.jpg,ff5871726cefc565c6206236ee8d03b3
E:\AMIT AI\Face Mask & Emotion detection\happy\12664.jpg,True,48,48,1,1574,L,,happy,emotion,12664.jpg,89e7be19dcf9bff9c502aa815bdd5974
E:\AMIT AI\Face Mask & Emotion detection\happy\12668.jpg,True,48,48,1,1549,L,,happy,emotion,12668.jpg,7541e2389353fc5e42607b550f203267
E:\AMIT AI\Face Mask & Emotion detection\happy\12671.jpg,True,48,48,1,1341,L,,happy,emotion,12671.jpg,6257871c28ef8a21c049a0a061dbfd27
E:\AMIT AI\Face Mask & Emotion detection\happy\12673.jpg,True,48,48,1,1299,L,,happy,emotion,12673.jpg,4f669dd566659a64d61427a53e90ab64
E:\AMIT AI\Face Mask & Emotion detection\happy\12689.jpg,True,48,48,1,1533,L,,happy,emotion,12689.jpg,64070a6b8c06298f13e2a6f5a78fa713
E:\AMIT AI\Face Mask & Emotion detection\happy\12690.jpg,True,48,48,1,1437,L,,happy,emotion,12690.jpg,cfb62ff3134157548bbccdf5f4bba87f
E:\AMIT AI\Face Mask & Emotion detection\happy\12692.jpg,True,48,48,1,1401,L,,happy,emotion,12692.jpg,f997a286ae211cd9066c8283b02574ff
E:\AMIT AI\Face Mask & Emotion detection\happy\12697.jpg,True,48,48,1,1379,L,,happy,emotion,12697.jpg,c037096f89a93d44f8c7299acbc0d9a3
E:\AMIT AI\Face Mask & Emotion detection\happy\12699.jpg,True,48,48,1,1832,L,,happy,emotion,12699.jpg,fd0ccdfa19358f55d81e1c56487c5493
E:\AMIT AI\Face Mask & Emotion detection\happy\12704.jpg,True,48,48,1,2013,L,,happy,emotion,12704.jpg,f69d15b2d64c7bae3833413183dd123d
E:\AMIT AI\Face Mask & Emotion detection\happy\12708.jpg,True,48,48,1,1619,L,,happy,emotion,12708.jpg,b14b7bbab60a4c0a99da8a6ef2459091
E:\AMIT AI\Face Mask & Emotion detection\happy\12709.jpg,True,48,48,1,1651,L,,happy,emotion,12709.jpg,155547e8e6689a858e463066a4059a76
E:\AMIT AI\Face Mask & Emotion detection\happy\12717.jpg,True,48,48,1,1600,L,,happy,emotion,12717.jpg,c115be05542db7989b0928f1b03eb5b9
E:\AMIT AI\Face Mask & Emotion detection\happy\12721.jpg,True,48,48,1,1495,L,,happy,emotion,12721.jpg,be2cc6e485a0168871117db51215feb4
E:\AMIT AI\Face Mask & Emotion detection\happy\12727.jpg,True,48,48,1,1937,L,,happy,emotion,12727.jpg,9884083819108259184be6a2b8aed9d6
E:\AMIT AI\Face Mask & Emotion detection\happy\12734.jpg,True,48,48,1,1532,L,,happy,emotion,12734.jpg,c5888e02161cbea30d5a3a3b88657721
E:\AMIT AI\Face Mask & Emotion detection\happy\12739.jpg,True,48,48,1,1429,L,,happy,emotion,12739.jpg,4b8e9b85ff4ded6fe3ba1eb68f42cea9
E:\AMIT AI\Face Mask & Emotion detection\happy\12742.jpg,True,48,48,1,1556,L,,happy,emotion,12742.jpg,95979ca4c629858ebe4273666668613d
E:\AMIT AI\Face Mask & Emotion detection\happy\12761.jpg,True,48,48,1,1420,L,,happy,emotion,12761.jpg,86d8b1cf00feb444d608cc13a25a4a37
E:\AMIT AI\Face Mask & Emotion detection\happy\12764.jpg,True,48,48,1,1622,L,,happy,emotion,12764.jpg,1e4f0c50b168d2b0c962dd9f3b2f40c9
E:\AMIT AI\Face Mask & Emotion detection\happy\12773.jpg,True,48,48,1,1363,L,,happy,emotion,12773.jpg,6b5cc2414e07091b2b76ff66cd9eb5f4
E:\AMIT AI\Face Mask & Emotion detection\happy\12779.jpg,True,48,48,1,1498,L,,happy,emotion,12779.jpg,fdceed7ff07025ba062ff6c128989afd
E:\AMIT AI\Face Mask & Emotion detection\happy\12781.jpg,True,48,48,1,1649,L,,happy,emotion,12781.jpg,b9dfba6b54182d83f449b5c730c34e13
E:\AMIT AI\Face Mask & Emotion detection\happy\12784.jpg,True,48,48,1,1651,L,,happy,emotion,12784.jpg,5618ba7b6358d81aee0b7febe9dcda56
E:\AMIT AI\Face Mask & Emotion detection\happy\12787.jpg,True,48,48,1,1510,L,,happy,emotion,12787.jpg,597f3dc846f7d357f0a5dd1730aac251
E:\AMIT AI\Face Mask & Emotion detection\happy\12788.jpg,True,48,48,1,1558,L,,happy,emotion,12788.jpg,67182b81c8c2c3ace476b1343dd03887
E:\AMIT AI\Face Mask & Emotion detection\happy\12790.jpg,True,48,48,1,1690,L,,happy,emotion,12790.jpg,ed4c9355f1f0c81f9af7733daeb004d8
E:\AMIT AI\Face Mask & Emotion detection\happy\12797.jpg,True,48,48,1,1387,L,,happy,emotion,12797.jpg,ff565cfe425ca8d393ad4b68555261e0
E:\AMIT AI\Face Mask & Emotion detection\happy\12798.jpg,True,48,48,1,1664,L,,happy,emotion,12798.jpg,53ee36813d4934abc4c6e64c40039283
E:\AMIT AI\Face Mask & Emotion detection\happy\12804.jpg,True,48,48,1,1306,L,,happy,emotion,12804.jpg,b44d79bff60447481e316d7f0a0e78ea
E:\AMIT AI\Face Mask & Emotion detection\happy\12805.jpg,True,48,48,1,1360,L,,happy,emotion,12805.jpg,96df9aead9e62a98a90e990a67d6f19e
E:\AMIT AI\Face Mask & Emotion detection\happy\12811.jpg,True,48,48,1,1558,L,,happy,emotion,12811.jpg,4ac65aa06f71cc89a4d7c4d2bbe4f27f
E:\AMIT AI\Face Mask & Emotion detection\happy\12814.jpg,True,48,48,1,1373,L,,happy,emotion,12814.jpg,33f9594489bc2f7846825324e34f43fa
E:\AMIT AI\Face Mask & Emotion detection\happy\12824.jpg,True,48,48,1,1674,L,,happy,emotion,12824.jpg,401c933d00fa4363a4fa7ac4d7f9a37b
E:\AMIT AI\Face Mask & Emotion detection\happy\12826.jpg,True,48,48,1,1607,L,,happy,emotion,12826.jpg,a70944c17f9fd8c6c7025e992c4d9b0d
E:\AMIT AI\Face Mask & Emotion detection\happy\12830.jpg,True,48,48,1,1631,L,,happy,emotion,12830.jpg,455ace89fa980f10b8bbf95dbdc79cb7
E:\AMIT AI\Face Mask & Emotion detection\happy\12833.jpg,True,48,48,1,1655,L,,happy,emotion,12833.jpg,a4de2461cac2a5ac721a8df7b7034ed6
