filepath,valid,width,height,channels,file_size_bytes,color_mode,error,label,dataset,filename,file_hash,log_file_size
E:\AMIT AI\Face Mask & Emotion detection\fear\959.jpg,True,48,48,1,1412,L,,fear,emotion,959.jpg,e8bb3f0200c2668ccfd74119f117151f,7.253470382684528
E:\AMIT AI\Face Mask & Emotion detection\fear\9593.jpg,True,48,48,1,1713,L,,fear,emotion,9593.jpg,50b9736cc8a38ec4a2d9034ebc1d31e7,7.446585099157725
E:\AMIT AI\Face Mask & Emotion detection\fear\96.jpg,True,48,48,1,1193,L,,fear,emotion,96.jpg,25810bbdebd9efe412cb273b7dbff305,7.085064293952548
E:\AMIT AI\Face Mask & Emotion detection\fear\9608.jpg,True,48,48,1,1436,L,,fear,emotion,9608.jpg,623263fc936796739fab0911619f2fa9,7.270312886079025
E:\AMIT AI\Face Mask & Emotion detection\fear\9617.jpg,True,48,48,1,1400,L,,fear,emotion,9617.jpg,480dc160f37ba60609eeed094d45604a,7.244941546337007
E:\AMIT AI\Face Mask & Emotion detection\fear\9632.jpg,True,48,48,1,1730,L,,fear,emotion,9632.jpg,47d425d04c16ad725885326041fe78b5,7.456454555176209
E:\AMIT AI\Face Mask & Emotion detection\fear\9648.jpg,True,48,48,1,1548,L,,fear,emotion,9648.jpg,96270bfd595ed1611cdb0360416789b1,7.3453648404168685
E:\AMIT AI\Face Mask & Emotion detection\fear\9651.jpg,True,48,48,1,1657,L,,fear,emotion,9651.jpg,dde1ab5c32febabcb2c172a6733b7789,7.4133673356952405
E:\AMIT AI\Face Mask & Emotion detection\fear\9661.jpg,True,48,48,1,1356,L,,fear,emotion,9661.jpg,a381e2879127c41e3c20b0c7bdfa2730,7.213031659834869
E:\AMIT AI\Face Mask & Emotion detection\fear\9662.jpg,True,48,48,1,1586,L,,fear,emotion,9662.jpg,b5c46e063c0dea8b3a469748397b6c56,7.369600720526409
E:\AMIT AI\Face Mask & Emotion detection\fear\9667.jpg,True,48,48,1,1354,L,,fear,emotion,9667.jpg,60d5115b4cf7ff623fd2dee2b3a89ab6,7.2115567333138015
E:\AMIT AI\Face Mask & Emotion detection\fear\9678.jpg,True,48,48,1,1210,L,,fear,emotion,9678.jpg,8e95b2462bd8739dd3741844f96ab314,7.099201743553092
E:\AMIT AI\Face Mask & Emotion detection\fear\9696.jpg,True,48,48,1,1570,L,,fear,emotion,9696.jpg,7a06d373f5d25103a4ac787f441ac85f,7.359467638255621
E:\AMIT AI\Face Mask & Emotion detection\fear\9721.jpg,True,48,48,1,1532,L,,fear,emotion,9721.jpg,5c488233472fe2dab3ac781253724df6,7.334981878871814
E:\AMIT AI\Face Mask & Emotion detection\fear\9725.jpg,True,48,48,1,1695,L,,fear,emotion,9725.jpg,bdd3f8b169de6f27ca438e9fa94450e8,7.4360278163518485
E:\AMIT AI\Face Mask & Emotion detection\fear\9727.jpg,True,48,48,1,1589,L,,fear,emotion,9727.jpg,298f75b4f0e4bd23277c57cdb87972d8,7.371489295214277
E:\AMIT AI\Face Mask & Emotion detection\fear\9731.jpg,True,48,48,1,1674,L,,fear,emotion,9731.jpg,7812b37030fbcbb16dcbb81d1be95ab4,7.423568444259167
E:\AMIT AI\Face Mask & Emotion detection\fear\9735.jpg,True,48,48,1,1780,L,,fear,emotion,9735.jpg,0dc486f61e6c9f03f712f7742cfbdd15,7.484930283289661
E:\AMIT AI\Face Mask & Emotion detection\fear\9758.jpg,True,48,48,1,1703,L,,fear,emotion,9758.jpg,e7aa856f9844b17f3d72bca0f56986ee,7.440733707389261
E:\AMIT AI\Face Mask & Emotion detection\fear\9760.jpg,True,48,48,1,1435,L,,fear,emotion,9760.jpg,ec77c076369f8d1db76bf9af6370ccaa,7.269616749608169
E:\AMIT AI\Face Mask & Emotion detection\fear\9761.jpg,True,48,48,1,1518,L,,fear,emotion,9761.jpg,165781373d96670660b8c49ef12a6696,7.325807502595773
E:\AMIT AI\Face Mask & Emotion detection\fear\9765.jpg,True,48,48,1,1385,L,,fear,emotion,9765.jpg,c5aeac8615e1065d252fc78ea0b45703,7.234177179749849
E:\AMIT AI\Face Mask & Emotion detection\fear\978.jpg,True,48,48,1,1731,L,,fear,emotion,978.jpg,d331b021a1dfa91becdd96fdd5ee9068,7.4570320891223805
E:\AMIT AI\Face Mask & Emotion detection\fear\9788.jpg,True,48,48,1,1163,L,,fear,emotion,9788.jpg,e3627a5e80ca2789b00ff744f29982ad,7.059617628291383
E:\AMIT AI\Face Mask & Emotion detection\fear\9795.jpg,True,48,48,1,1745,L,,fear,emotion,9795.jpg,ab0484a657b9c366493f06b010fc186c,7.465082736399547
E:\AMIT AI\Face Mask & Emotion detection\fear\9808.jpg,True,48,48,1,1621,L,,fear,emotion,9808.jpg,1ad686bc8c2cad9f0bbc395aa3622871,7.3914152346753585
E:\AMIT AI\Face Mask & Emotion detection\fear\982.jpg,True,48,48,1,1602,L,,fear,emotion,982.jpg,1a35d6bd8a8e8837d6192a9f3b0a6531,7.3796321526095525
E:\AMIT AI\Face Mask & Emotion detection\fear\9820.jpg,True,48,48,1,1670,L,,fear,emotion,9820.jpg,63a6d6639ab72df089757ad57b2ad920,7.421177528595393
E:\AMIT AI\Face Mask & Emotion detection\fear\983.jpg,True,48,48,1,1620,L,,fear,emotion,983.jpg,91a3fb218f16793ffc62ab80a86e9cd6,7.390798521735676
E:\AMIT AI\Face Mask & Emotion detection\fear\9836.jpg,True,48,48,1,1500,L,,fear,emotion,9836.jpg,7a5ac78d2dbf5a09597e0276a83555a4,7.313886831633462
E:\AMIT AI\Face Mask & Emotion detection\fear\9849.jpg,True,48,48,1,1639,L,,fear,emotion,9849.jpg,00e79305d433efd9c3a359ddd90a7999,7.402451520818244
E:\AMIT AI\Face Mask & Emotion detection\fear\9850.jpg,True,48,48,1,1244,L,,fear,emotion,9850.jpg,4e613bdc921128434411a55ae5f02b8b,7.126890808898808
E:\AMIT AI\Face Mask & Emotion detection\fear\9854.jpg,True,48,48,1,1704,L,,fear,emotion,9854.jpg,f5efb8e523bce7592ef4853dbedcc025,7.4413203897176174
E:\AMIT AI\Face Mask & Emotion detection\fear\9857.jpg,True,48,48,1,1306,L,,fear,emotion,9857.jpg,95ac02a09082ba39c16018d6c85586a9,7.175489713624222
E:\AMIT AI\Face Mask & Emotion detection\fear\9860.jpg,True,48,48,1,1285,L,,fear,emotion,9860.jpg,239830865db3176dfd3cb3f7d53c4d28,7.1592919047975645
E:\AMIT AI\Face Mask & Emotion detection\fear\9861.jpg,True,48,48,1,1660,L,,fear,emotion,9861.jpg,ad03ff8d392e1dc940a77b254eeda9ce,7.415175109613295
E:\AMIT AI\Face Mask & Emotion detection\fear\9877.jpg,True,48,48,1,1440,L,,fear,emotion,9877.jpg,96270aa1ebc62f454442f2a141b469fd,7.273092595999522
E:\AMIT AI\Face Mask & Emotion detection\fear\9888.jpg,True,48,48,1,1527,L,,fear,emotion,9888.jpg,1dea47b7960829afaca03a37505f78fd,7.331714969726466
E:\AMIT AI\Face Mask & Emotion detection\fear\9939.jpg,True,48,48,1,1580,L,,fear,emotion,9939.jpg,7ff2260c3312e93b7617b8be425a3924,7.365812837209472
E:\AMIT AI\Face Mask & Emotion detection\fear\994.jpg,True,48,48,1,1735,L,,fear,emotion,994.jpg,0d7e6a0345bf2088e707aea15f5a003c,7.459338895220296
E:\AMIT AI\Face Mask & Emotion detection\fear\9941.jpg,True,48,48,1,1555,L,,fear,emotion,9941.jpg,6ed5c5be14195bb3bd38a6cdb7a9f143,7.349873704738337
E:\AMIT AI\Face Mask & Emotion detection\fear\9948.jpg,True,48,48,1,1587,L,,fear,emotion,9948.jpg,09e0d1ee417813394ce15479c32f6bc4,7.370230641807081
E:\AMIT AI\Face Mask & Emotion detection\fear\9951.jpg,True,48,48,1,1530,L,,fear,emotion,9951.jpg,bf0d511d109da88a8838b59c76092ba8,7.333676395657684
E:\AMIT AI\Face Mask & Emotion detection\fear\9958.jpg,True,48,48,1,1739,L,,fear,emotion,9958.jpg,b51b2b6a7fba5b1e21d0124542005a4e,7.461640392208575
E:\AMIT AI\Face Mask & Emotion detection\fear\9962.jpg,True,48,48,1,1427,L,,fear,emotion,9962.jpg,7c9cbec6d123cd79a83f2d1b4bfa876e,7.2640301428995295
E:\AMIT AI\Face Mask & Emotion detection\fear\9964.jpg,True,48,48,1,1687,L,,fear,emotion,9964.jpg,4ad1465501a9015328a93f172143090c,7.431299675155903
E:\AMIT AI\Face Mask & Emotion detection\fear\9965.jpg,True,48,48,1,1509,L,,fear,emotion,9965.jpg,113135ef6ffcbb76552e62fe3ee5a26d,7.31986492980897
E:\AMIT AI\Face Mask & Emotion detection\fear\9968.jpg,True,48,48,1,1245,L,,fear,emotion,9968.jpg,29ea1f653c482c143a7bd1f474fc27c9,7.1276936993473985
E:\AMIT AI\Face Mask & Emotion detection\fear\9972.jpg,True,48,48,1,1561,L,,fear,emotion,9972.jpg,9620123eec6dcff06c87d7e5e790a8a0,7.3537223303996315
E:\AMIT AI\Face Mask & Emotion detection\fear\9991.jpg,True,48,48,1,1546,L,,fear,emotion,9991.jpg,71e4c571a6d22d045997d84cc751eed7,7.344072850573066
E:\AMIT AI\Face Mask & Emotion detection\happy\10000.jpg,True,48,48,1,1743,L,,happy,emotion,10000.jpg,4e924f0a598419f1890eedc85090a0f1,7.463936604468925
E:\AMIT AI\Face Mask & Emotion detection\happy\10001.jpg,True,48,48,1,1558,L,,happy,emotion,10001.jpg,507f019c0312c564967120efcd261d26,7.351799869057777
E:\AMIT AI\Face Mask & Emotion detection\happy\10005.jpg,True,48,48,1,1300,L,,happy,emotion,10005.jpg,e1f342a9f70fdf335e9bf9d02e876458,7.170888478512505
E:\AMIT AI\Face Mask & Emotion detection\happy\10035.jpg,True,48,48,1,1450,L,,happy,emotion,10035.jpg,0199143f26d0f0c08f887941474f9b4a,7.280008252884188
E:\AMIT AI\Face Mask & Emotion detection\happy\10039.jpg,True,48,48,1,1536,L,,happy,emotion,10039.jpg,9b321415bcef19869850df821a8f00c0,7.337587743538596
E:\AMIT AI\Face Mask & Emotion detection\happy\10042.jpg,True,48,48,1,1717,L,,happy,emotion,10042.jpg,51082211d84cd10b2b814eb6a01ba007,7.4489161025442
E:\AMIT AI\Face Mask & Emotion detection\happy\10046.jpg,True,48,48,1,1490,L,,happy,emotion,10046.jpg,3912030cad3f4647cb3dfc9667451420,7.307202314764738
E:\AMIT AI\Face Mask & Emotion detection\happy\10050.jpg,True,48,48,1,1531,L,,happy,emotion,10050.jpg,34f55ec842ce3393a3c0317dcd96373f,7.3343293503005365
E:\AMIT AI\Face Mask & Emotion detection\happy\10060.jpg,True,48,48,1,1733,L,,happy,emotion,10060.jpg,df67851136bed7c64bd69d6363e8a7f1,7.458186157340487
E:\AMIT AI\Face Mask & Emotion detection\happy\10066.jpg,True,48,48,1,1586,L,,happy,emotion,10066.jpg,d61192c614ed841ff45d938e078d1396,7.369600720526409
E:\AMIT AI\Face Mask & Emotion detection\happy\10071.jpg,True,48,48,1,1360,L,,happy,emotion,10071.jpg,0589ea7746e2d9a3a46be87eb668ffb3,7.215975002651466
E:\AMIT AI\Face Mask & Emotion detection\happy\10083.jpg,True,48,48,1,1551,L,,happy,emotion,10083.jpg,5d97e33ec5fc43bb14ab1150b308607b,7.347299700743164
E:\AMIT AI\Face Mask & Emotion detection\happy\10092.jpg,True,48,48,1,1605,L,,happy,emotion,10092.jpg,1f195b2b771c19dc079826a38fc4d3d9,7.381501894506707
E:\AMIT AI\Face Mask & Emotion detection\happy\10094.jpg,True,48,48,1,1429,L,,happy,emotion,10094.jpg,83a01761acd904d7afc5dbc705af3b6e,7.265429723253953
E:\AMIT AI\Face Mask & Emotion detection\happy\10098.jpg,True,48,48,1,1461,L,,happy,emotion,10098.jpg,cf85b3e87185d811f2d4192eae4c62f9,7.2875606403097235
E:\AMIT AI\Face Mask & Emotion detection\happy\10102.jpg,True,48,48,1,1697,L,,happy,emotion,10102.jpg,55f8c0b445ce0501ba62b28a66c19a16,7.437206366871292
E:\AMIT AI\Face Mask & Emotion detection\happy\10104.jpg,True,48,48,1,1919,L,,happy,emotion,10104.jpg,7e289525c9d94ff568faf3ee06165041,7.560080465021827
E:\AMIT AI\Face Mask & Emotion detection\happy\10111.jpg,True,48,48,1,1497,L,,happy,emotion,10111.jpg,1c12b431b6ef101530d9d5f49e194e88,7.311886164077165
E:\AMIT AI\Face Mask & Emotion detection\happy\10120.jpg,True,48,48,1,1516,L,,happy,emotion,10120.jpg,32002143ca8c9e6ff3190f1b8fcc07d3,7.324489979348532
E:\AMIT AI\Face Mask & Emotion detection\happy\10124.jpg,True,48,48,1,1728,L,,happy,emotion,10124.jpg,f1d1dd57956714c51af5466e6b1f7d04,7.455298485683291
E:\AMIT AI\Face Mask & Emotion detection\happy\10135.jpg,True,48,48,1,1498,L,,happy,emotion,10135.jpg,18580248f405e826ae11c5bb5e70b3e0,7.312553498102598
E:\AMIT AI\Face Mask & Emotion detection\happy\10139.jpg,True,48,48,1,1732,L,,happy,emotion,10139.jpg,678239e736ea4a60f71e237953dae9f3,7.457609289715606
E:\AMIT AI\Face Mask & Emotion detection\happy\10140.jpg,True,48,48,1,1640,L,,happy,emotion,10140.jpg,39c62f820f7cf8bd63a0e1b925e6d55b,7.403061091090091
E:\AMIT AI\Face Mask & Emotion detection\happy\10145.jpg,True,48,48,1,1194,L,,happy,emotion,10145.jpg,d698ac498690c48f46f6ebb375813ebd,7.085901464365611
E:\AMIT AI\Face Mask & Emotion detection\happy\10146.jpg,True,48,48,1,1501,L,,happy,emotion,10146.jpg,3dabbf2e4147f01fbf0890a3d0f4e80e,7.31455283232408
E:\AMIT AI\Face Mask & Emotion detection\happy\10151.jpg,True,48,48,1,1773,L,,happy,emotion,10151.jpg,f4a83e0c5b92a4e6df9c68a872ff310d,7.480992162869525
E:\AMIT AI\Face Mask & Emotion detection\happy\10153.jpg,True,48,48,1,1611,L,,happy,emotion,10153.jpg,577d4353d2b9706dd72541b9d395a978,7.385230923066573
E:\AMIT AI\Face Mask & Emotion detection\happy\10156.jpg,True,48,48,1,1438,L,,happy,emotion,10156.jpg,b86258bf4527eaa4f01b09e27227fdd3,7.271703706887368
E:\AMIT AI\Face Mask & Emotion detection\happy\10157.jpg,True,48,48,1,1205,L,,happy,emotion,10157.jpg,66b80001356bf81c40cebb95be3feda6,7.095064377287131
E:\AMIT AI\Face Mask & Emotion detection\happy\10159.jpg,True,48,48,1,1611,L,,happy,emotion,10159.jpg,a21a34e042f325fc55427d0dd9546511,7.385230923066573
E:\AMIT AI\Face Mask & Emotion detection\happy\10160.jpg,True,48,48,1,1409,L,,happy,emotion,10160.jpg,8509ff80b807e37ab17c52191068df68,7.251344983372214
E:\AMIT AI\Face Mask & Emotion detection\happy\10161.jpg,True,48,48,1,1707,L,,happy,emotion,10161.jpg,d2d182776bb6500fc3a1aa2c08572676,7.443078374348516
E:\AMIT AI\Face Mask & Emotion detection\happy\10166.jpg,True,48,48,1,1598,L,,happy,emotion,10166.jpg,653eaf6a7372d2f43196a4d3ce7d9f8c,7.377133712833954
E:\AMIT AI\Face Mask & Emotion detection\happy\10168.jpg,True,48,48,1,1513,L,,happy,emotion,10168.jpg,e4230d2fb3fc2b2bbac6913db3aa4a31,7.322510433997394
E:\AMIT AI\Face Mask & Emotion detection\happy\10182.jpg,True,48,48,1,1650,L,,happy,emotion,10182.jpg,9b647ad4a5f30a01ab10c29a8ad1ab88,7.409136443920128
E:\AMIT AI\Face Mask & Emotion detection\happy\10186.jpg,True,48,48,1,1641,L,,happy,emotion,10186.jpg,374d74b6f680cc99389033c4f5784494,7.403670290012373
E:\AMIT AI\Face Mask & Emotion detection\happy\10187.jpg,True,48,48,1,1553,L,,happy,emotion,10187.jpg,8075d1fb05a8d99417d1c1399e49638b,7.348587530927593
E:\AMIT AI\Face Mask & Emotion detection\happy\10193.jpg,True,48,48,1,1510,L,,happy,emotion,10193.jpg,a7c29d09cc85f31afd326009a324dca4,7.32052696227274
E:\AMIT AI\Face Mask & Emotion detection\happy\10194.jpg,True,48,48,1,1489,L,,happy,emotion,10194.jpg,8dc25cd50c708f1f1377b2ba754e5f31,7.306531398939505
E:\AMIT AI\Face Mask & Emotion detection\happy\10198.jpg,True,48,48,1,1733,L,,happy,emotion,10198.jpg,3b594b08e4f24cc257e8481475cd8be8,7.458186157340487
E:\AMIT AI\Face Mask & Emotion detection\happy\10199.jpg,True,48,48,1,1515,L,,happy,emotion,10199.jpg,16cb802f36480a079b8eca3fbe188b59,7.323830566202317
E:\AMIT AI\Face Mask & Emotion detection\happy\10203.jpg,True,48,48,1,1685,L,,happy,emotion,10203.jpg,35e2a0ce3102909adcc545ce11a3b1d7,7.430114138561801
E:\AMIT AI\Face Mask & Emotion detection\happy\10224.jpg,True,48,48,1,1441,L,,happy,emotion,10224.jpg,a39215d8606359fbf27c19d3fecdb6f3,7.273786317844895
E:\AMIT AI\Face Mask & Emotion detection\happy\10228.jpg,True,48,48,1,1872,L,,happy,emotion,10228.jpg,d171f5e762dc29c30aa4044ba9eaca6e,7.5352967024440884
E:\AMIT AI\Face Mask & Emotion detection\happy\10229.jpg,True,48,48,1,1568,L,,happy,emotion,10229.jpg,c953a0821a8ca155082949ae5e678102,7.358193752733032
E:\AMIT AI\Face Mask & Emotion detection\happy\10231.jpg,True,48,48,1,1416,L,,happy,emotion,10231.jpg,d2c9059c391b2d335eb5756a049d401e,7.256297239690681
E:\AMIT AI\Face Mask & Emotion detection\happy\10235.jpg,True,48,48,1,1409,L,,happy,emotion,10235.jpg,40879cf316e53352fbd8c66a7d730e66,7.251344983372214
E:\AMIT AI\Face Mask & Emotion detection\happy\10243.jpg,True,48,48,1,1873,L,,happy,emotion,10243.jpg,310ae82905d161750c9870791fecb9d1,7.535830462798367
E:\AMIT AI\Face Mask & Emotion detection\happy\10258.jpg,True,48,48,1,1810,L,,happy,emotion,10258.jpg,19822beddeb89311636b57ccc579980e,7.501634457883413
E:\AMIT AI\Face Mask & Emotion detection\happy\10270.jpg,True,48,48,1,1337,L,,happy,emotion,10270.jpg,a6abdbeab0a3c9c027f8b721f729e6e4,7.198931240688173
E:\AMIT AI\Face Mask & Emotion detection\happy\10272.jpg,True,48,48,1,1563,L,,happy,emotion,10272.jpg,d1d7c4b6008d7b9a8c274d62b63968a3,7.355001921105257
E:\AMIT AI\Face Mask & Emotion detection\happy\10277.jpg,True,48,48,1,1711,L,,happy,emotion,10277.jpg,01d98e02c94fa52e21134904ec082355,7.445417556701687
E:\AMIT AI\Face Mask & Emotion detection\happy\10280.jpg,True,48,48,1,1596,L,,happy,emotion,10280.jpg,a0950f303438a185cf161bd8cb2fb439,7.3758821482150125
E:\AMIT AI\Face Mask & Emotion detection\happy\10283.jpg,True,48,48,1,1436,L,,happy,emotion,10283.jpg,e62d900e5d5ddc0460365dd2b7856942,7.270312886079025
E:\AMIT AI\Face Mask & Emotion detection\happy\10284.jpg,True,48,48,1,1439,L,,happy,emotion,10284.jpg,8c3a9d879f4784f14870c5d31a5d48e3,7.272398392570047
E:\AMIT AI\Face Mask & Emotion detection\happy\10290.jpg,True,48,48,1,1534,L,,happy,emotion,10290.jpg,56971f467bb59855fd847d2af5949feb,7.336285660021297
E:\AMIT AI\Face Mask & Emotion detection\happy\10291.jpg,True,48,48,1,1677,L,,happy,emotion,10291.jpg,a787b1688bfdb5e430b0e3318ac20175,7.425357887027151
E:\AMIT AI\Face Mask & Emotion detection\happy\10295.jpg,True,48,48,1,1703,L,,happy,emotion,10295.jpg,f0c163f8a1e722b7a1a74dfe42b2e21d,7.440733707389261
E:\AMIT AI\Face Mask & Emotion detection\happy\10297.jpg,True,48,48,1,1539,L,,happy,emotion,10297.jpg,e168d6f960637386c262a62786a6d1ba,7.3395376954076745
E:\AMIT AI\Face Mask & Emotion detection\happy\10298.jpg,True,48,48,1,1490,L,,happy,emotion,10298.jpg,332e36c9306e487af3361bd24599f57f,7.307202314764738
E:\AMIT AI\Face Mask & Emotion detection\happy\10307.jpg,True,48,48,1,1653,L,,happy,emotion,10307.jpg,e7db54b560154c48ad40ea2dae15224d,7.4109518755836366
E:\AMIT AI\Face Mask & Emotion detection\happy\10314.jpg,True,48,48,1,1678,L,,happy,emotion,10314.jpg,b02d3855ac9f6b914f7597397dc6d4b7,7.425953657077541
E:\AMIT AI\Face Mask & Emotion detection\happy\10318.jpg,True,48,48,1,1455,L,,happy,emotion,10318.jpg,e5717ad7d64ba98474169f3d2acabbba,7.283448228756631
E:\AMIT AI\Face Mask & Emotion detection\happy\10327.jpg,True,48,48,1,1256,L,,happy,emotion,10327.jpg,63f6632a5e5e77e7163958ba1a10734e,7.136483208590247
E:\AMIT AI\Face Mask & Emotion detection\happy\10331.jpg,True,48,48,1,1656,L,,happy,emotion,10331.jpg,1bd85df5ad40c1f84cd098a3a64f960a,7.4127640174265625
E:\AMIT AI\Face Mask & Emotion detection\happy\10341.jpg,True,48,48,1,1810,L,,happy,emotion,10341.jpg,c137004b92d2262604c727bdbde4d0cf,7.501634457883413
E:\AMIT AI\Face Mask & Emotion detection\happy\10343.jpg,True,48,48,1,1700,L,,happy,emotion,10343.jpg,792702e5c966f25e16122f22ae58eb0b,7.438971592395862
E:\AMIT AI\Face Mask & Emotion detection\happy\10345.jpg,True,48,48,1,1608,L,,happy,emotion,10345.jpg,9b4d93d1f810a539cf483c3893ef85a8,7.3833681469923835
E:\AMIT AI\Face Mask & Emotion detection\happy\10347.jpg,True,48,48,1,1657,L,,happy,emotion,10347.jpg,0091935358bc2c43ef6beaf252006e94,7.4133673356952405
E:\AMIT AI\Face Mask & Emotion detection\happy\10351.jpg,True,48,48,1,2030,L,,happy,emotion,10351.jpg,7be3a871c31d0d3e503d8dd58ddd8261,7.616283561580385
E:\AMIT AI\Face Mask & Emotion detection\happy\10366.jpg,True,48,48,1,1427,L,,happy,emotion,10366.jpg,ee814ba2c78e41840113233587ebca08,7.2640301428995295
E:\AMIT AI\Face Mask & Emotion detection\happy\10368.jpg,True,48,48,1,1608,L,,happy,emotion,10368.jpg,ff28f6e2f870be6c03f7b3431b631b09,7.3833681469923835
E:\AMIT AI\Face Mask & Emotion detection\happy\10376.jpg,True,48,48,1,1751,L,,happy,emotion,10376.jpg,e2736c3f75c2fca327fdcf529c962eef,7.468513271496337
E:\AMIT AI\Face Mask & Emotion detection\happy\10387.jpg,True,48,48,1,1640,L,,happy,emotion,10387.jpg,fe3dc7a047d41d3cd9c1eb1330fac213,7.403061091090091
E:\AMIT AI\Face Mask & Emotion detection\happy\10398.jpg,True,48,48,1,1487,L,,happy,emotion,10398.jpg,fad548abf486ccf5a6bc067cff6c2510,7.305188215393037
E:\AMIT AI\Face Mask & Emotion detection\happy\10400.jpg,True,48,48,1,1441,L,,happy,emotion,10400.jpg,60e0726a47ba7c93a4ce9b66bec17f79,7.273786317844895
E:\AMIT AI\Face Mask & Emotion detection\happy\10418.jpg,True,48,48,1,1518,L,,happy,emotion,10418.jpg,4e7b25fdf2c8bc50f369b303135121c4,7.325807502595773
E:\AMIT AI\Face Mask & Emotion detection\happy\10422.jpg,True,48,48,1,1594,L,,happy,emotion,10422.jpg,74ab0ccca66f51c119e4b7bfa400b78e,7.374629015218945
E:\AMIT AI\Face Mask & Emotion detection\happy\10424.jpg,True,48,48,1,1400,L,,happy,emotion,10424.jpg,0b5c79da42ddaff6d5ec12a96634e477,7.244941546337007
E:\AMIT AI\Face Mask & Emotion detection\happy\10427.jpg,True,48,48,1,1479,L,,happy,emotion,10427.jpg,4367a01601a4a90d00971d80bc61355a,7.299797366758161
E:\AMIT AI\Face Mask & Emotion detection\happy\10428.jpg,True,48,48,1,1558,L,,happy,emotion,10428.jpg,44583c5805bdc1c4818566fa73a67374,7.351799869057777
E:\AMIT AI\Face Mask & Emotion detection\happy\10436.jpg,True,48,48,1,1697,L,,happy,emotion,10436.jpg,b17008f366bed270b412f32c997b0da9,7.437206366871292
E:\AMIT AI\Face Mask & Emotion detection\happy\10438.jpg,True,48,48,1,1351,L,,happy,emotion,10438.jpg,6edb1f73c1e2d5243fd4e5fc2dd2bafc,7.20934025660291
E:\AMIT AI\Face Mask & Emotion detection\happy\10447.jpg,True,48,48,1,1599,L,,happy,emotion,10447.jpg,90cad6e9eb206c17a168852394cf456f,7.3777589082278725
E:\AMIT AI\Face Mask & Emotion detection\happy\10449.jpg,True,48,48,1,1369,L,,happy,emotion,10449.jpg,b8006bb35005d4deb4d96e05fccf6c76,7.222566018822171
E:\AMIT AI\Face Mask & Emotion detection\happy\10464.jpg,True,48,48,1,1499,L,,happy,emotion,10464.jpg,d1fc97d05f3ce934464320092dd5e2cb,7.313220387090301
E:\AMIT AI\Face Mask & Emotion detection\happy\10465.jpg,True,48,48,1,1625,L,,happy,emotion,10465.jpg,4302942bb8a546c18df6f469227448a5,7.3938782901077555
E:\AMIT AI\Face Mask & Emotion detection\happy\10469.jpg,True,48,48,1,1581,L,,happy,emotion,10469.jpg,8d6518ab2ed2c39c5e371b5263a20ea7,7.366445148327599
E:\AMIT AI\Face Mask & Emotion detection\happy\10471.jpg,True,48,48,1,1595,L,,happy,emotion,10471.jpg,a63b23d23c5aab762923d9c61e4f8195,7.3752557780097545
E:\AMIT AI\Face Mask & Emotion detection\happy\10477.jpg,True,48,48,1,1844,L,,happy,emotion,10477.jpg,d38edf7258d7ea9d853366f513ec6c1c,7.520234556474628
E:\AMIT AI\Face Mask & Emotion detection\happy\10478.jpg,True,48,48,1,1459,L,,happy,emotion,10478.jpg,943116f887a24eb44b13cbd3d5a9d472,7.286191714702382
E:\AMIT AI\Face Mask & Emotion detection\happy\10481.jpg,True,48,48,1,1327,L,,happy,emotion,10481.jpg,028112041675225ae61f9165ae91dce6,7.191429330036379
E:\AMIT AI\Face Mask & Emotion detection\happy\10483.jpg,True,48,48,1,1574,L,,happy,emotion,10483.jpg,f1473243f9d1c07257267064563ee076,7.362010551259734
E:\AMIT AI\Face Mask & Emotion detection\happy\10485.jpg,True,48,48,1,1040,L,,happy,emotion,10485.jpg,87a203df117266c9566aa590fc14a809,6.947937068614969
E:\AMIT AI\Face Mask & Emotion detection\happy\10492.jpg,True,48,48,1,1513,L,,happy,emotion,10492.jpg,63edd67e5724b934c9a81f91ca6c05e1,7.322510433997394
E:\AMIT AI\Face Mask & Emotion detection\happy\10502.jpg,True,48,48,1,1678,L,,happy,emotion,10502.jpg,646b60669c61e8f9e3908676565a209b,7.425953657077541
E:\AMIT AI\Face Mask & Emotion detection\happy\10506.jpg,True,48,48,1,1589,L,,happy,emotion,10506.jpg,9b8f7606921f286b9403da59a724648c,7.371489295214277
E:\AMIT AI\Face Mask & Emotion detection\happy\10509.jpg,True,48,48,1,1604,L,,happy,emotion,10509.jpg,ced0d8126c9d5e6fa203d038549c1c23,7.380879035564116
E:\AMIT AI\Face Mask & Emotion detection\happy\10514.jpg,True,48,48,1,1638,L,,happy,emotion,10514.jpg,d4afbc8621c87345e4d29ecf40ccad8b,7.40184157874383
E:\AMIT AI\Face Mask & Emotion detection\happy\10525.jpg,True,48,48,1,1374,L,,happy,emotion,10525.jpg,a178e8201406aafcad20cee00edc702a,7.226209010100671
E:\AMIT AI\Face Mask & Emotion detection\happy\10537.jpg,True,48,48,1,1643,L,,happy,emotion,10537.jpg,d47eff870761a8e088a6a38a52e2f0fd,7.404887575616125
E:\AMIT AI\Face Mask & Emotion detection\happy\10542.jpg,True,48,48,1,1563,L,,happy,emotion,10542.jpg,8ee1531ffa9eb3c7dbdb7e25aacdcecc,7.355001921105257
E:\AMIT AI\Face Mask & Emotion detection\happy\10543.jpg,True,48,48,1,1566,L,,happy,emotion,10543.jpg,a7460a1d2c51aa6825f6961eeed6f641,7.356918242356021
